audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_10_s96_001:e2,Time,thế kỉ XV,Thời kỳ kết thúc vào thế kỉ XV,cho đến thế kỉ XV,0.9,[],lichsu_10_s96_001,lichsu_10,Bài,TRONG CÁC THẾ KỈ X - XV,"[88, 89, 91]","[""data/corpus/lichsu_10/lichsu_10.pdf_88.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_89.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_91.jpg.txt""]","thắng mở thì chân nho mới có"" Thiếu (Lịch triều hiến chương loai chi) Quý tộc, quan lại được ban phẩm hàm, cấp lương bổng và ruộng đất B Những thay đổi qua cuộc cải cách hành chính thời Lê Thánh Tông TRONG CÁC THẾ KỈ X - XV Với niềm tự hào chân chính và ý thức vươn lên, từ thế kỉ X cho đến thế kỉ XV, nhân dân Việt Nam đã cần cù lao động, xây dựng và phát triển một nền kinh tế tự chủ, toàn diện. Ruộng đất ngày càng, thủ công nghiệp ngày càng phát triển tạo điều kiện cho sự phát triển của thương n",,,,,
entity,lichsu_12_s15_bai1_sec5_001:e9,Time,31 - 10 - 1947,Ngày Đại hội đồng Liên hợp quốc quyết định lấy ngày 24 tháng 10 hằng năm làm Ngày Liên hợp quốc.,Ngày 31 - 10 - 1947,0.95,[1947],lichsu_12_s15_bai1_sec5_001,lichsu_12,Bài 1,II - SỰ THÀNH LẬP LIÊN HỢP QUỐC,"[4, 5, 6, 7, 8]","[""data/corpus/lichsu_12/lichsu_12.pdf_4.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_5.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_6.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_7.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_8.jpg.txt""]","phía Bắc Toàn bộ những quyết định của Hội nghi lanta cùng những thoả thuân sau đó của ba cho ba cường quốc đã trở thành khuôn khổ của trật tư thế giới mới, thường được goi là trật tự hai cưc lanta. II - SỰ THÀNH LẬP LIÊN HỢP QUỐC Sau Hội nghi Tanta không lâu, từ ngày 25 - 4 đến ngày 26 - 6 - 1945, một thôi nghi quốc tế họp tai Xan Phranxixcô (Mi) với sư tham gia của đại biểu 50 nước; để thông qua bản Hiến chương và tuyên bố thành lập tổ chức Liên hợp quốc Ngày 24 - 10 ? 1945, sau khi được Quốc h",,,,,
entity,lichsu_12_s249_bai21_sec15_001:e2,Time,tháng 9 năm 1960,Thời điểm diễn ra Đại hội đại biểu toàn quốc lần thứ III của Đảng.,(9 - 1960),0.9,[1960],lichsu_12_s249_bai21_sec15_001,lichsu_12,Bài 21,1. Đại hội đại biểu toàn quốc lần thứ III của Đảng (9 - 1960),"[162, 163, 164, 165, 166, 167, 168]","[""data/corpus/lichsu_12/lichsu_12.pdf_162.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_163.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_164.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_165.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_166.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_167.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_168.jpg.txt""]","uỷ ban nhân dân tự quản vũ trang giải phóng miền Nam Việt Nam - Phong trào đấu tranh chống chế độ Mĩ - Diệm của nhân dân ta ở miên Nam đã diễn ra Nêu diên biển, kết quả và ý nghĩa của phong trào 1. Đại hội đại biểu toàn quốc lần thứ III của Đảng (9 - 1960) Giữa lúc cách mạng ở hai miền Nam - Bắc có những bước tiến quan trong Đảng Lao động Việt Nam tổ chức Đại hội dại biểu toàn quốc lần thứ III Đai hội họp từ ngày 5 đến ngày 10 - 9 - 1960 tại Hà Nội, đã đề ra nhiêm vụ (9 - 1960) chiến lược của cá",,,,,
entity,lichsu_10_s145_001:e2,Time,Năm 1802,Thời điểm nhà Nguyễn được thành lập và Nguyễn Ánh lên ngôi vua.,Năm 1802,0.95,[1802],lichsu_10_s145_001,lichsu_10,Bài,VĂN HOÁ DƯỚI TRIÊU NGUYÊN,"[123, 125, 126]","[""data/corpus/lichsu_10/lichsu_10.pdf_123.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_125.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_126.jpg.txt""]","cả ở Đàng Ngoài, Đàng Trong. Nhiều làng có phường tuồng, phường chèo. Bên cạnh đó, phổ biến hàng loạt làn điệu dân ca mang tính địa phương đậm nét như quan họ, hát giặm, hò, vè, lí, si, lượn v.v. VĂN HOÁ DƯỚI TRIÊU NGUYÊN (Nửa đầu thế kỉ XIX) Năm 1802, nhà Nguyễn được thành lập. Trong nửa thế kỉ thống trị, trên một đất nước vừa trải qua nhiều biến động Người lớn, nhà Nguyễn ra sức củng cố quyền thống trị, phục hồi kinh tế, chấn chỉnh văn hoá. Tuy nhiên, trong điều kiện của giai đoạn suy tàn của ",,,,,
entity,lichsu_12_s226_bai20_sec6_001:e7,Time,Ngày 10 - 12 - 1953,Thời điểm quân chủ lực Việt Nam tiến công thị xã Lai Châu,Ngày 10 - 12 - 1953,0.95,[1953],lichsu_12_s226_bai20_sec6_001,lichsu_12,Bài 20,VÀ CHIẾN DỊCH ĐIỆN PHÚ NĂM 1954,"[145, 146, 147, 148, 149, 150, 151]","[""data/corpus/lichsu_12/lichsu_12.pdf_145.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_146.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_147.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_148.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_149.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_150.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_151.jpg.txt""]","được Chính phủ Pháp mà cả những người bạn Mĩ cùng tán thành. Nó cho phép hi vọng đủ mọi điều"" 1) 1953 - 1954 như thế nào 11 Đô Thiên - Đình Kim Khánh, Tiếng Sấm Điện Biên Phú, Nhân dân, H, 1984, 1.61 VÀ CHIẾN DỊCH ĐIỆN PHÚ NĂM 1954 1.Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954 Cuối tháng 9 ? 1953, Bộ Chính trị Ban Chấp hành Trung họp ở Viết Bắc để bàn về kế hoạch quân sự trong đông - xuân 1953 - 1954 Năm vững nhiệm vu tiêu diệt địch là chính, phương hược của ta trong đông - xuân 1953 ? 195",,,,,
entity,lichsu_12_s172_bai16_sec14_003:e11,Time,15 tháng 5 năm 1945,Thời điểm Việt Nam Cứu quốc quân và Việt Nam Tuyên truyền Giải phóng quân thống nhất thành Việt Nam Giải phóng quân.,ngày 15 5 1945,0.95,[1945],lichsu_12_s172_bai16_sec14_003,lichsu_12,Bài 16,1. Khởi nghĩa từng phần (từ tháng 3 đến giữa tháng 8 ? 1945),"[110, 111, 112, 113, 114]","[""data/corpus/lichsu_12/lichsu_12.pdf_110.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_111.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_112.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_113.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_114.jpg.txt""]","ngày Tông khới nghĩa nha Để đẩy manh hơn nữa công tác chuẩn bi khới nghĩa vũ trang, từ ngày 15 đến Ngày 20 1 4 1945, Ban Thường vu Trung ương Đảng triêu tập Hôi nghi Quân sư các thi cách mang Bắc Ki. Hội nghi quyết đình thống nhất các lực lượng vũ trang, phát triển người hơn nữa lực lượng vũ trang và nửa vũ trang, mở trường đào tao cấp tốc cán bộ quân sự và chính tri, tích cực phát triển chiến tranh du kích, xây dưng chiến khu, chuẩn bi cho cuộc tổng khỏi nghĩa khi thời cơ đến Uỷ ban Quân sự các",,,,,
entity,lichsu_11_s80_bai17_sec3_001:e10,Time,năm 1937,Thời điểm Nhật Bản mở rộng chiến tranh xâm lược trên toàn lãnh thổ Trung Quốc.,từ năm 1937,0.95,[1937],lichsu_11_s80_bai17_sec3_001,lichsu_11,Bài 17,I CON ĐƯỜNG DÂN ĐẾN TRANH,[90],"[""data/corpus/lichsu_11/lichsu_11.pdf_90.jpg.txt""]","chiến tranh đã bao trùm gần như toàn bộ các châu lục và diễn ra trên nhiều mặt trận thế giới thứ hai kết thúc với sự thất bại hoàn toàn của phe phát xít, dẫn đến nổữ căn bản trong tình hình thế giới I CON ĐƯỜNG DÂN ĐẾN TRANH Các nước phát xít dấy mạnh xâm lược (1937) Trong những năm 30 của thế kỉ XX, các nước phát xít Đức, Tta-lia và Nhật Bản đã liên kết với nhau thành liên minh phát xít, còn được goi là Trục Béc lin Rô-ma - Tô-ki ô hay phe Trục. Khối này tăng cường các hoạt đông quân sự và gây ",,,,,
entity,lichsu_12_s140_bai14_sec2_001:e2,Time,những năm 1929 - 1933,Khoảng thời gian từ năm 1929 đến năm 1933,Trong những năm 1929 - 1933,0.95,"[1929, 1933]",lichsu_12_s140_bai14_sec2_001,lichsu_12,Bài 14,PHONG TRÀO CÁCH MANG 1930 - 1935,"[86, 87, 88, 89, 90]","[""data/corpus/lichsu_12/lichsu_12.pdf_86.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_87.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_88.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_89.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_90.jpg.txt""]","độc lập của dân tộc, cho tự do của nhân dân(1) Đảng ra đời là sự chuẩn bị tất yếu đầu tiên có tính quyết định cho những bước phát triển nháy vot mới trong lích sứ phát triển của dân tộc Viết Nam I PHONG TRÀO CÁCH MANG 1930 - 1935 Trong những năm 1929 - 1933, kinh tế Việt Nam phải gánh chiu những hâu quả năng nề của cuộc khủng hoảng kinh tế ở nước Pháp. Đời sống của các tầng lớp nhân dân gặp nhiều khó khăn, Trong thời gian này các thưc dân Pháp đàn áp đã man cuốc khới nghia Yên Bai khiên cho tinh",,,,,
entity,lichsu_12_s270_bai22_sec18_002:e3,Time,Ngày 14 - 12 - 1972,Thời điểm Nichxơn phê chuẩn kế hoạch mở cuộc tập kích chiến lược đường không,Ngày 14 - 12 - 1972,0.9,[1972],lichsu_12_s270_bai22_sec18_002,lichsu_12,Bài 22,1. Miền Bắc khôi phục và phát triển kinh tôi,"[181, 182, 183, 184, 185]","[""data/corpus/lichsu_12/lichsu_12.pdf_181.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_182.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_183.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_184.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_185.jpg.txt""]","ố phong toả cảng Hải Phòng cùng các cửa sông, luồng lạch, vùng biển miền Bắc. Nhờ được chuẩn bị trước và với tư thế luôn sắn sàng chiến dấu, miền Bắc đã chủ động kip thời chống trả địch ngay trần đầu. Trong điều kiên chiến tranh ác liết, các hoạt đông sản xuất, xây dưng ở miền Bắc vẫn không bi ngừng trê, giao thông vân tải bảo dảm thông suốt Ngày 14 - 12 - 1972, gân hai tháng sau khi tuyên bố ngừng ném bom băn phá miền Bắc từ vì tuyến 20 trở ra, để hồ trợ cho mưu dồ chính tri - ngoai giao mới, N",,,,,
entity,lichsu_12_s156_bai15_sec6_002:e6,Time,Đầu năm 1937,Thời điểm phái viên của Chính phủ Pháp G. Gôđa sang điều tra tình hình Đông Dương,Đầu năm 1937,0.95,[1937],lichsu_12_s156_bai15_sec6_002,lichsu_12,Bài 15,1. Hội nghị Ban Chấp hành Trung ướng Đảng Cộng Dương,"[98, 99, 100, 101]","[""data/corpus/lichsu_12/lichsu_12.pdf_100.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_101.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_98.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_99.jpg.txt""]","triêu tập Đông Dương Đại hội (8 1936) Các uỷ ban hành động được thành lập kháp nơi trong nước, Quần chúng sôi nổi tham gia các cuộc mít tinh, hội họp Trước sư phát triển của phong trào, giữa tháng 9 ? 1936, chính quyền thưc dân thi tra lênh giải tán các uý ban hành đông, cầm các cuốc hôi họp của nhân dân Mặc dù phái đoàn của Quốc hội Pháp không sang, phong trào Đông Dương Đai ngoài hai bi câm hoat đông, song đông đáo quân chúng lao đông đã thức tính, Đảng đã tháng đã thiết tích luỹ được một số k",,,,,
entity,lichsu_12_s14_bai1_sec4_001:e2,Time,Đầu năm 1945,Thời điểm Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc,Đầu năm 1945,0.95,[1945],lichsu_12_s14_bai1_sec4_001,lichsu_12,Bài 1,HỘI NGHỊ IANTA (2?1945) VÀ NHỮNG THOẢ THUẬN CỦA BA CƯỜNG QUỐC,"[4, 5, 6]","[""data/corpus/lichsu_12/lichsu_12.pdf_4.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_5.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_6.jpg.txt""]","đầu môi phe Các quốc gia trên thế giới trong những năm đầu sau chiến tranh dần dần bị phân hoá theo đặc trưng đó Liên hợp quốc ra đời như một công cu duy tri trật tư thế giới mới vừa được hinh thành HỘI NGHỊ IANTA (2?1945) VÀ NHỮNG THOẢ THUẬN CỦA BA CƯỜNG QUỐC Đầu năm 1945, Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc Nhiều vấn đề quan trong và cấp bách đất ra trước các cường quốc Đồng minh Đó là: 1. Nhanh chóng đánh bai hoàn toàn các nước phát xít , 2. Tổ chức lại thế Nguy giới sau ",,,,,
entity,lichsu_11_s18_bai5_sec7_001:e12,Time,đầu thế kỉ XX,Thời điểm hình thành hai khối quân sự đối đầu ở châu Âu,đến đầu thế kỉ XX,0.95,[],lichsu_11_s18_bai5_sec7_001,lichsu_11,Bài 5,"I ta-li-a rời khỏi Liên minh (1915), chống lại Đức","[31, 32]","[""data/corpus/lichsu_11/lichsu_11.pdf_31.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_32.jpg.txt""]","chiếm hầu hết lãnh thổ châu Âu, vươn ra các thuộc địa của Anh và Pháp ở châu Phi và châu Á. Năm 1882, Đức cùng Áo Hung và I-ta-li-a thành lập liên minh tay ba, được gọi là phe Liên minh. Sau này, I ta-li-a rời khỏi Liên minh (1915), chống lại Đức Đôi phó với âm mưu của Đức, Anh cũng chuẩn bị kế hoạch chiến tranh Anh, Pháp, Nga tuy có tranh chấp về thuộc địa, nhưng phải nhân nhương lẫn nhau, kí những bản hiệp ước tay đôi : Pháp Nga (1890), Anh Pháp (1904), Anh Nga (1907), hình thành phe Hiệp ước ",,,,,
entity,lichsu_10_s26_003:e17,Time,cuối thế kỉ XIII,Thời điểm nước Kim và Nam Tống bị Mông Cổ tiêu diệt,cuối thế kỉ XIII,0.9,[],lichsu_10_s26_003,lichsu_10,Bài,"1. Trung Quốc thời Tần, Hán","[28, 29, 30, 31]","[""data/corpus/lichsu_10/lichsu_10.pdf_28.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_29.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_30.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_31.jpg.txt""]","ời làm việc Vào thời Đường, từ các tuyến đường giao thông đã được hình thành trong các ""the trong thế kỉ trước, hai ?con đường tơ lụa"" trên đất liền và trên biển cũng được thiết """""""""""""""" lập, mở rộng. Về chính trị, nhà Đường tiếp tục củng cố chính quyền trung ương, làm cho các biện bộ máy cai trị phong kiến được hoàn chính. Các hoàng để nhà Đường cử người và thiên thân tín cai quản các địa phương, đặc biệt giao cho các công thần hoặc người 19 thu nhiên thân tộc giữ chức Tiết độ sứ, trần ải các m",,,,,
entity,lichsu_10_s202_001:e2,Time,1871,Năm đất nước Đức thống nhất.,Sau khi đất nước thống nhất (1871),0.95,[1871],lichsu_10_s202_001,lichsu_10,Bài,1. Nước Đức,"[174, 175, 178, 179]","[""data/corpus/lichsu_10/lichsu_10.pdf_174.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_175.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_178.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_179.jpg.txt""]","sản xuất nông nghiệp Trong những năm 60 của thế kỉ XIX, nước Anh tự cấp được 3/4 số lúa mì mỗi năm , từ thập niên 70 trở đi, giảm xuống còn 1/3, nghĩa là lương thực của Anh chỉ tự túc được 4 tháng B 1. Nước Đức a) Tình hình kinh tế Sau khi đất nước thống nhất (1871), nền kinh tế Đức phát triển với tốc độ đội mau lẹ, Từ năm 1870 đến năm 1900, sản xuất than tăng 4,4 lần, gang tăng 6 lầng Độ di độ dài đường sắt tăng hơn gấp đôi. Đức đã vượt Pháp và gần đuổi kịp Anh. Trong những ngành công nghiệp mớ",,,,,
entity,lichsu_12_s187_bai17_sec8_001:e2,Time,Cuối năm 1945,"Thời điểm lực lượng dân quân, tự vệ tăng lên hàng chục vạn người.",Cuối năm 1945,0.95,[1945],lichsu_12_s187_bai17_sec8_001,lichsu_12,Bài 17,2. Giải quyết nạn đói,"[122, 123, 124]","[""data/corpus/lichsu_12/lichsu_12.pdf_122.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_123.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_124.jpg.txt""]","quốc đoàn được đổi thành Quân đội Quốc gia Việt Nam, Cuối năm 1945, lực lương dân quân, tự về đã tang lên hàng chục vạn người, có mạt ở hầu hết các thôn, xã, đường phố, xí nghiệp trên kháp cả nước. 2. Giải quyết nạn đói Để giải quyết nạn đói, Chính phủ đề ra nhiều biên pháp cấp thời như tổ chức quyên góp, điều hoà thóc gao giữa các dia phương trong cả nước, nghiêm tri những kẻ đầu cơ tích trữ gao, Chủ tịch Hồ Chí Minh kêu gọi nhân dân cả nước ""nhường cơm sẻ áo? MỘT NẮM KHI ĐÓI BẢNGMOTGOION ở Bắc",,,,,
entity,lichsu_11_s113_bai20_sec7_001:e6,Time,những năm 70 của thế kỉ XIX,Giai đoạn những năm 1870 của thế kỉ 19,những năm 70 của thế kỉ XIX,0.95,[1870],lichsu_11_s113_bai20_sec7_001,lichsu_11,Bài 20,CUỘC KHÁNG CHIÊN Ở BẮC KÌ VÀ TRUNG KI,"[116, 117, 118, 119, 120]","[""data/corpus/lichsu_11/lichsu_11.pdf_116.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_117.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_118.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_119.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_120.jpg.txt""]","An, Hà Tỉnh do Trân Tân, Đăng Như Mai, Nguyên Huy Điền lãnh đao Cuộc kháng chiến ở Bắc Kì lần thứ nhất có điểm gì đáng chú ý ? Trận Cầu Giấy ngày 21 - 12 - 1873 ảnh hưởng đến cục diên chiến tranh như CUỘC KHÁNG CHIÊN Ở BẮC KÌ VÀ TRUNG KI TRONG NHUNG NĂM 1884 1 Quân Pháp đánh chiếm Hà Nội và các tỉnh Bắc Ki lần thứ hai (1882 1883) Từ những năm 70 của thế kỉ XIX, nước Pháp chuyển sang giai đoạn đế quốc chủ nghĩa, Yêu cầu về thị trường, nguyên liêu, nhân công và lợi nhuận được đặt ra ngày càng cấp ",,,,,
entity,lichsu_11_s56_bai13_sec2_001:e6,Time,thập niên 20 của thế kỉ XX,thời kì phồn vinh của kinh tế Mĩ,thời kì phồn vinh trong thập niên 20 của thế kỉ XX,0.95,[],lichsu_11_s56_bai13_sec2_001,lichsu_11,Bài 13,NHỚI NƯỚC MĨ TRONG NĂM 1918 1929,"[69, 70]","[""data/corpus/lichsu_11/lichsu_11.pdf_69.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_70.jpg.txt""]","nặng nề chưa từng thấy trong lịch sử nước Mĩ những năm 1929 - 1933. Chính sách mới của Tổng thống Ru-dơ-ven đã đưa nước Mĩ thoát ra khỏi khủng hoảng và duy trì được sự phát triển của chủ nghĩa tư bản NHỚI NƯỚC MĨ TRONG NĂM 1918 1929 Tình hình kinh tế Chiến tranh thế giới thứ nhất đã đem lại ""những cơ hội vàng"""" cho nước Mi Với nguyên kinh lễ đại mức tăng trưởng cao trong suối những năm trong và sau chiến tranh Mĩ trở thành nước tư bản giàu mạnh nhất Cùng với lợi thể đó, việc cải tiến kí thuật th",,,,,
